step,training_acc,instruction
1,0.4674329501915709,"Express the input information as a problem, infer the answer and justify the answer using the information given."
1,0.39846743295019155,"Use a stopwatch to measure time, or estimate the time if you can't measure it."
1,0.4674329501915709,Read the problem carefully and define the unknown quantities clearly before solving it
1,0.421455938697318,Use addition to calculate the total
2,0.5938697318007663,"Insert more information if the solution requires calculation with accurate data, and consider all possible scenarios."
2,0.4674329501915709,Instruction
2,0.4444444444444444,Consider the units involved in the problem to determine if the objective is truly to find a numerical answer.
2,0.4444444444444444,"Read the problem carefully, identify the key pieces of information, and use assumptions only when necessary, thus allowing you to find an accurate solution"
2,0.4674329501915709,And ends with
2,0.2413793103448276,This problem-solving task involves identifying relationships between quantities in a context and producing a mathematical solution.
2,0.5555555555555556,-prioritize making sense of the problem statement before trying to apply a strategy to solve it
3,0.4482758620689655,
3,0.5823754789272031,"To ensure accuracy in solving a problem, employ multiple strategies and validation methods to verify the solution; consider multiple perspectives, simplify complex problems by breaking them into more manageable parts, and use visual representations to facilitate understanding."
3,0.5402298850574713,"Clearly articulate the question you're attempting to answer, and leverage evidence from the problem to construct a solution that addresses all essential aspects of the prompt, always aiming for specificity and transparency in your reasoning."
3,0.5210727969348659,"Diverge from a step-by-step process, and instead use the problem's context and the relationships between its elements to arrive at a creative solution that anticipates the problem's inner workings,"
3,0.46360153256704983,"The key to a successful solution is to prioritize the translation of information between words and numbers, and to carefully consider and clarify any unknowns or unclear information before moving on to the calculation."
4,0.5478927203065134,Use a heuristic to establish a range for the answer before calculating the solution
4,0.47126436781609193,"Make a clear distinction between the known quantities and the unknown ones, and define the unknown ones using specific variables or symbols."
4,0.6436781609195402,"With a keen eye for contextual relevance and a facility for pattern recognition, solve the problem by identifying the relevant parameters and leveraging them to arrive at a feasible solution"
4,0.5019157088122606,Numbers and units must be fully analyzed
4,0.6053639846743295,"Always begin with the information that the problem presents, even if it seems incomplete or absent, and proceed to identify and clearly articulate the unknown(s) or objective by asking yourself why this information is relevant to the solution and what the problem is truly asking you to achieve, without making extraneous assumptions or inferences."
4,0.5747126436781609,"Clearly define the unknowns and build a solution with clarity, considering all relevant perspectives and justification, using evidence to support the solution's simplicity"
5,0.5363984674329502,Make an accurate solution by first making an educated guess based on given information and then validate it by checking your answer in the context of the solution
5,0.44061302681992337,"Strategy by constraint, rather than just strategy, is the key to a successful solution."
5,0.39846743295019155,"Net out the relevant variables, then harness the power of ratios, proportions, or plethoras by applying multiplicative relationships to solve multi-component and multi-scale problems. This step is particularly productive for problems that appear to be mostly related to physical measurements, if you simply approach them as common-sense problems, it can easily lead to convergence on an only partially correct or perhaps incorrect answer"
5,0.6398467432950191,"Attempt to solve the problem while constantly aware of the potential human biases and natural fallacies that can influence your reasoning, actively seeking to counterbalance your own thought processes with objective evidence and diverse perspectives to reach a more accurate solution"
5,0.44061302681992337,"Find all the relationships between the elements and synthesize them into a cohesive network, using a graph or other means, to reveal the underlying structure and clarify the problem's constraints"
6,0.5977011494252874,"Recognize that the problem is trying to take a specific, quantifiable measurement, and formulate a clear plan to reduce it to a solvable mathematical equation, considering all relevant details and constraints to ensure accuracy and precision in the answer."
6,0.46360153256704983,"The most effective problem-solving approach is to break down complex problems into their fundamental constituents and analyze each component separately, using all available information and creative insights to accurately identify the relationships between the variables, and then to reassemble the components into a cohesive and logical solution."
7,0.5517241379310345,"Effectively organize and visualize the problem to identify the relationships between key components, and then iteratively refine your solution by testing and adjusting your approach as needed, always staying focused on clear, logical, and concise communication of your thought process and results."
7,0.524904214559387,"The problem solver should be able to quickly and accurately infer the unknown quantities from the given information, and accordingly, clearly articulate and solve the problem."
7,0.4521072796934866,"Define the problem statement clearly, separate the knowns from the unknowns, and infer the most crucial information that binds them together, so as to identify the underlying cause-and-effect relationship that governs the outcome, thereby creating a practical and executable plan for solution."
7,0.5977011494252874,"Approach each problem by asking yourself high-level questions: What am I trying to achieve?, What unknown variables require clarification?, What are the key relationships between the problem's elements?, and How can I verify the accuracy of my solution?  Consider using a combination of logical deduction, creative problem-solving, and evidence-based reasoning to reach a well-supported answer."
7,0.4904214559386973,"Look for meaningful connections and patterns in the information provided, use your knowledge of mathematical operations and physical laws to build a logical and plausible solution, and validate your answer to ensure it aligns with the given constraints and outcome"
8,0.5517241379310345,"Always carefully explore the underlying assumptions and constraints of the problem, using a data-driven approach to identify and validate them, recognizing that a seemingly minor oversight in assumptions can lead to vastly different solutions that must be distinguished and evaluated separately."
8,0.3524904214559387,Elementary: Make a randomly encountered object disappear.
8,0.48659003831417624,"Pay close attention to all the nuances and subtleties present in the problem statement, and make use of advanced mathematical concepts and theories to derive a novel solution that exceeds the expectations of the teller."
8,0.5517241379310345,"Rigorously consider the multiplicative relationships between the numbers and units involved, and ensure that your calculations accurately reflect these relationships."
8,0.5095785440613027,"To resolve the problem, first, assume each element and its connections to other elements are the most crucial aspect to focus on, then, iterate the analysis by gaining deeper understanding of the connections between the elements, and finally, verify the logical coherence of the outcome produced through the iterative analysis, always incorporating evidence and clarity in the presentation of the solution."
9,0.5555555555555556,"Actively question the underlying assumptions and the question itself, challenge the relevance of the provided information, and utilize critical thinking to circumvent common pitfalls and generate innovative solutions that are grounded in reality and alignment with the problem statement's constraints."
9,0.5095785440613027,"Utilize knowledge of incremental changes and differential growth to discover how small adjustments can radically shift the outcome, examine how factors interact through causal relationships, and evaluate the sensitivity of the solution to different inputs and scenarios, thereby arriving at a profound understanding of the solution's dynamics upon which you can base your decision or answer."
9,0.36398467432950193,Be prepared to provide the justification for the instruction and the score.
9,0.6015325670498084,(insert instruction here)
9,0.4827586206896552,"Formulate the problem as a clear and logical mathematical equation, always treating unknown quantities as variables to be solutioned, avoiding mistaken assumptions and implausible leaps, and analyze the relationships between the established parameters to verify the accuracy and integrity of the solution,."
10,0.5670498084291188,"Determine the unknown quantities and clearly articulate your thought process, demonstrating a mastery of problem-solving principles to arrive at a well-supported answer, thwarting incorrect assumptions and value judgments that may mislead the solution, and always striving for clarity, precision, and logical coherence in your reasoning."
10,0.6091954022988506,"Quantitively evaluate the relationships between variables to inform your analysis and ensure that your approach accounts for any proportional or inverse correlations that may impact the outcome, recognizing that this awareness is essential to avoiding false assumptions and ensuring the accuracy of your solution."
10,0.5440613026819924,"Seek clarity through definitive and self-contained statements, always define variables and assumptions clearly, accurately analyze and integrate the relationship of each variable with others, and fluidly adapt and adjust your reasoning as necessary, ensuring that each step in your reasoning is justified and clearly linked to the solution"
